S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
3623,5/11/2020,Jammu and Kashmir,96700,5935,89254,1511
3624,6/11/2020,Jammu and Kashmir,97224,5802,89905,1517
3625,7/11/2020,Jammu and Kashmir,97805,5745,90537,1523
3626,8/11/2020,Jammu and Kashmir,98337,5584,91225,1528
3627,9/11/2020,Jammu and Kashmir,98892,5678,91681,1533
3628,10/11/2020,Jammu and Kashmir,99352,5565,92245,1542
3629,11/11/2020,Jammu and Kashmir,99844,5415,92880,1549
3630,12/11/2020,Jammu and Kashmir,100351,5480,93313,1558
3631,13/11/2020,Jammu and Kashmir,100968,5578,93824,1566
3632,14/11/2020,Jammu and Kashmir,101594,5645,94375,1574
3633,15/11/2020,Jammu and Kashmir,102159,5728,94851,1580
3634,16/11/2020,Jammu and Kashmir,102619,5688,95342,1589
3635,17/11/2020,Jammu and Kashmir,103009,5588,95824,1597
3636,18/11/2020,Jammu and Kashmir,103581,5585,96392,1604
3637,19/11/2020,Jammu and Kashmir,104155,5570,96972,1613
3638,20/11/2020,Jammu and Kashmir,104715,5560,97537,1618
3639,2/4/2020,Jharkhand,1,1,0,0
3640,3/4/2020,Jharkhand,2,2,0,0
3641,4/4/2020,Jharkhand,2,2,0,0
3642,5/4/2020,Jharkhand,2,2,0,0
3643,6/4/2020,Jharkhand,3,3,0,0
3644,7/4/2020,Jharkhand,4,4,0,0
3645,8/4/2020,Jharkhand,4,4,0,0
3646,9/4/2020,Jharkhand,4,4,0,0
3647,10/4/2020,Jharkhand,13,12,0,1
3648,11/4/2020,Jharkhand,14,13,0,1
3649,12/4/2020,Jharkhand,17,16,0,1
3650,13/04/2020,Jharkhand,19,17,0,2
3651,14/04/2020,Jharkhand,24,22,0,2
3652,15/04/2020,Jharkhand,27,25,0,2
3653,16/04/2020,Jharkhand,28,26,0,2
3654,17/04/2020,Jharkhand,28,26,0,2
3655,18/04/2020,Jharkhand,33,31,0,2
3656,19/04/2020,Jharkhand,34,32,0,2
3657,20/04/2020,Jharkhand,42,40,0,2
3658,21/04/2020,Jharkhand,46,44,0,2
3659,22/04/2020,Jharkhand,45,42,0,3
3660,23/04/2020,Jharkhand,49,38,8,3
3661,24/04/2020,Jharkhand,53,42,8,3
3662,25/04/2020,Jharkhand,57,46,8,3
3663,26/04/2020,Jharkhand,67,51,13,3
3664,27/04/2020,Jharkhand,82,66,13,3
3665,28/04/2020,Jharkhand,82,66,13,3
3666,29/04/2020,Jharkhand,103,83,17,3
3667,30/04/2020,Jharkhand,107,85,19,3
3668,1/5/2020,Jharkhand,109,86,20,3
3669,2/5/2020,Jharkhand,111,88,20,3
3670,3/5/2020,Jharkhand,115,90,22,3
3671,4/5/2020,Jharkhand,115,90,22,3
3672,5/5/2020,Jharkhand,115,85,27,3
3673,6/5/2020,Jharkhand,125,89,33,3
3674,7/5/2020,Jharkhand,127,87,37,3
3675,8/5/2020,Jharkhand,132,88,41,3
3676,9/5/2020,Jharkhand,132,77,52,3
3677,10/5/2020,Jharkhand,156,75,78,3
3678,11/5/2020,Jharkhand,157,76,78,3
3679,12/5/2020,Jharkhand,160,79,78,3
3680,13/05/2020,Jharkhand,172,90,79,3
3681,14/05/2020,Jharkhand,173,91,79,3
3682,15/05/2020,Jharkhand,197,107,87,3
3683,16/05/2020,Jharkhand,203,113,87,3
3684,17/05/2020,Jharkhand,217,101,113,3
3685,18/05/2020,Jharkhand,223,107,113,3
3686,19/05/2020,Jharkhand,223,107,113,3
3687,20/05/2020,Jharkhand,231,101,127,3
3688,21/05/2020,Jharkhand,231,101,127,3
3689,22/05/2020,Jharkhand,290,158,129,3
3690,23/05/2020,Jharkhand,308,169,136,3
3691,24/05/2020,Jharkhand,350,205,141,4
3692,25/05/2020,Jharkhand,370,218,148,4
3693,26/05/2020,Jharkhand,377,225,148,4
3694,27/05/2020,Jharkhand,426,247,175,4
3695,28/05/2020,Jharkhand,448,259,185,4
3696,29/05/2020,Jharkhand,469,253,212,4
3697,30/05/2020,Jharkhand,511,290,216,5
3698,31/05/2020,Jharkhand,563,302,256,5
3699,1/6/2020,Jharkhand,610,349,256,5
3700,2/6/2020,Jharkhand,659,358,296,5
3701,3/6/2020,Jharkhand,712,387,320,5
3702,4/6/2020,Jharkhand,752,426,321,5
3703,5/6/2020,Jharkhand,793,433,354,6
3704,6/6/2020,Jharkhand,881,464,410,7
3705,7/6/2020,Jharkhand,1000,520,473,7
3706,8/6/2020,Jharkhand,1099,602,490,7
3707,9/6/2020,Jharkhand,1256,730,519,7
3708,10/6/2020,Jharkhand,1411,844,559,8
3709,11/6/2020,Jharkhand,1489,889,592,8
3710,12/6/2020,Jharkhand,1599,961,630,8
3711,13/06/2020,Jharkhand,1617,937,672,8
3712,14/06/2020,Jharkhand,1711,887,816,8
3713,15/06/2020,Jharkhand,1745,832,905,8
3714,16/06/2020,Jharkhand,1763,850,905,8
3715,17/06/2020,Jharkhand,1839,709,1121,9
3716,18/06/2020,Jharkhand,1895,734,1151,10
3717,19/06/2020,Jharkhand,1920,711,1198,11
3718,20/06/2020,Jharkhand,1965,622,1332,11
3719,21/06/2020,Jharkhand,1965,619,1335,11
3720,22/06/2020,Jharkhand,2073,656,1406,11
3721,23/06/2020,Jharkhand,2137,657,1469,11
3722,24/06/2020,Jharkhand,2185,654,1520,11
3723,25/06/2020,Jharkhand,2207,626,1570,11
3724,26/06/2020,Jharkhand,2262,645,1605,12
3725,27/06/2020,Jharkhand,2290,635,1643,12
3726,28/06/2020,Jharkhand,2339,603,1724,12
3727,29/06/2020,Jharkhand,2364,559,1793,12
3728,30/06/2020,Jharkhand,2426,566,1845,15
3729,1/7/2020,Jharkhand,2490,591,1884,15
3730,2/7/2020,Jharkhand,2521,575,1931,15
3731,3/7/2020,Jharkhand,2584,586,1983,15
3732,4/7/2020,Jharkhand,2695,679,2001,15
3733,5/7/2020,Jharkhand,2739,687,2035,17
3734,6/7/2020,Jharkhand,2781,717,2045,19
3735,7/7/2020,Jharkhand,2847,759,2068,20
3736,8/7/2020,Jharkhand,2996,870,2104,22
3737,9/7/2020,Jharkhand,3096,904,2170,22
3738,10/7/2020,Jharkhand,3246,1015,2208,23
3739,11/7/2020,Jharkhand,3419,1172,2224,23
3740,12/7/2020,Jharkhand,3613,1347,2243,23
3741,13/07/2020,Jharkhand,3756,1418,2308,30
3742,14/07/2020,Jharkhand,3898,1514,2351,33
3743,15/07/2020,Jharkhand,4091,1628,2427,36
3744,16/07/2020,Jharkhand,4320,1797,2485,38
3745,17/07/2020,Jharkhand,4624,2069,2513,42
3746,18/07/2020,Jharkhand,4921,2305,2570,46
3747,19/07/2020,Jharkhand,5342,2685,2611,46
3748,20/07/2020,Jharkhand,5535,2770,2716,49
3749,21/07/2020,Jharkhand,5756,2893,2810,53
3750,22/07/2020,Jharkhand,6159,3200,2904,55
3751,23/07/2020,Jharkhand,6485,3397,3024,64
3752,24/07/2020,Jharkhand,6975,3734,3174,67
3753,25/07/2020,Jharkhand,7493,4116,3307,70
3754,26/07/2020,Jharkhand,7836,4329,3425,82
3755,27/07/2020,Jharkhand,8275,4486,3704,85
3756,28/07/2020,Jharkhand,8683,4824,3770,89
3757,29/07/2020,Jharkhand,9078,5121,3868,89
3758,30/07/2020,Jharkhand,9861,5728,4035,98
3759,31/07/2020,Jharkhand,10167,5888,4176,103
3760,1/8/2020,Jharkhand,10958,6538,4314,106
3761,2/8/2020,Jharkhand,11686,7060,4513,113
3762,3/8/2020,Jharkhand,12523,7723,4682,118
3763,4/8/2020,Jharkhand,13478,8561,4792,125
3764,5/8/2020,Jharkhand,13940,8648,5164,128
3765,6/8/2020,Jharkhand,14888,9049,5703,136
3766,7/8/2020,Jharkhand,15756,9017,6594,145
3767,8/8/2020,Jharkhand,16465,8923,7391,151
3768,9/8/2020,Jharkhand,17094,8816,8123,155
3769,10/8/2020,Jharkhand,18138,9123,8838,177
3770,11/8/2020,Jharkhand,18723,8811,9724,188
3771,12/8/2020,Jharkhand,19225,8658,10375,192
3772,13/08/2020,Jharkhand,19743,8731,10815,197
3773,14/08/2020,Jharkhand,20881,7828,12844,209
3774,15/08/2020,Jharkhand,21595,7856,13515,224
3775,16/08/2020,Jharkhand,22389,8137,14024,228
3776,17/08/2020,Jharkhand,23055,8112,14699,244
3777,18/08/2020,Jharkhand,23752,8451,15051,250
3778,19/08/2020,Jharkhand,24477,8708,15507,262
3779,20/08/2020,Jharkhand,26090,9638,16175,277
3780,21/08/2020,Jharkhand,26753,9410,17057,286
3781,22/08/2020,Jharkhand,28196,9527,18372,297
3782,23/08/2020,Jharkhand,28571,9756,18507,308
3783,24/08/2020,Jharkhand,29677,9736,19629,312
3784,25/08/2020,Jharkhand,31005,9805,20870,330
3785,26/08/2020,Jharkhand,31973,10238,21388,347
3786,27/08/2020,Jharkhand,33046,10335,22349,362
3787,28/08/2020,Jharkhand,34396,11096,22927,373
3788,29/08/2020,Jharkhand,35321,11090,23850,381
3789,30/08/2020,Jharkhand,36857,11357,25103,397
3790,31/08/2020,Jharkhand,38435,11577,26448,410
3791,1/9/2020,Jharkhand,41656,14096,27143,417
3792,2/9/2020,Jharkhand,43833,15256,28149,428
3793,3/9/2020,Jharkhand,44862,14677,29747,438
3794,4/9/2020,Jharkhand,46480,15150,30886,444
3795,5/9/2020,Jharkhand,48039,15549,32043,447
3796,6/9/2020,Jharkhand,49797,15005,34330,462
3797,7/9/2020,Jharkhand,51063,14410,36184,469
3798,8/9/2020,Jharkhand,52620,14588,37550,482
3799,9/9/2020,Jharkhand,55296,15438,39362,496
3800,10/9/2020,Jharkhand,56897,15726,40659,512
3801,11/9/2020,Jharkhand,58079,15447,42115,517
3802,12/9/2020,Jharkhand,59040,15180,43328,532
3803,13/09/2020,Jharkhand,60460,14844,45074,542
3804,14/09/2020,Jharkhand,61474,14336,46583,555
3805,15/09/2020,Jharkhand,62737,14064,48112,561
3806,16/09/2020,Jharkhand,64439,14118,49750,571
3807,17/09/2020,Jharkhand,66074,14138,51357,579
3808,18/09/2020,Jharkhand,67100,13703,52807,590
3809,19/09/2020,Jharkhand,68578,13924,54052,602
3810,20/09/2020,Jharkhand,69860,13548,55697,615
3811,21/09/2020,Jharkhand,71352,13791,56944,617
3812,22/09/2020,Jharkhand,72673,13504,58543,626
3813,23/09/2020,Jharkhand,73948,13280,60027,641
3814,24/09/2020,Jharkhand,75089,12882,61559,648
3815,25/09/2020,Jharkhand,76438,12841,62945,652
3816,26/09/2020,Jharkhand,77709,12533,64515,661
3817,27/09/2020,Jharkhand,78935,12426,65839,670
3818,28/09/2020,Jharkhand,79909,12433,66797,679
3819,29/09/2020,Jharkhand,81417,12126,68603,688
3820,30/09/2020,Jharkhand,82540,11942,69898,700
3821,1/10/2020,Jharkhand,83651,11596,71342,713
3822,2/10/2020,Jharkhand,84664,11482,72461,721
3823,3/10/2020,Jharkhand,85400,11243,73428,729
3824,4/10/2020,Jharkhand,86277,10939,74604,734
3825,5/10/2020,Jharkhand,87210,10936,75531,743
3826,6/10/2020,Jharkhand,88026,10436,76843,747
3827,7/10/2020,Jharkhand,88873,10027,78089,757
3828,8/10/2020,Jharkhand,89702,9759,79176,767
3829,9/10/2020,Jharkhand,90486,9272,80439,775
3830,10/10/2020,Jharkhand,91254,8819,81654,781
3831,11/10/2020,Jharkhand,91951,8362,82805,784
3832,12/10/2020,Jharkhand,92525,8167,83571,787
3833,13/10/2020,Jharkhand,93035,7776,84461,798
3834,14/10/2020,Jharkhand,93736,7617,85314,805
3835,15/10/2020,Jharkhand,94369,7191,86367,811
3836,16/10/2020,Jharkhand,94952,6892,87240,820
3837,17/10/2020,Jharkhand,95425,6543,88058,824
3838,18/10/2020,Jharkhand,95967,6576,88559,832
3839,19/10/2020,Jharkhand,96352,6502,89011,839
3840,20/10/2020,Jharkhand,96842,6220,89780,842
3841,21/10/2020,Jharkhand,97414,6180,90385,849
3842,22/10/2020,Jharkhand,98061,6206,91004,851
3843,23/10/2020,Jharkhand,98610,6122,91629,859
3844,24/10/2020,Jharkhand,99045,6055,92128,862
3845,25/10/2020,Jharkhand,99428,5966,92598,864
3846,26/10/2020,Jharkhand,99686,5844,92976,866
3847,27/10/2020,Jharkhand,99906,5666,93368,872
3848,28/10/2020,Jharkhand,100224,5474,93874,876
3849,29/10/2020,Jharkhand,100569,5363,94326,880
3850,30/10/2020,Jharkhand,100964,5294,94787,883
3851,31/10/2020,Jharkhand,101287,5196,95208,883
3852,1/11/2020,Jharkhand,101761,5302,95575,884
3853,2/11/2020,Jharkhand,102087,5229,95973,885
3854,3/11/2020,Jharkhand,102490,5119,96485,886
3855,4/11/2020,Jharkhand,102887,5021,96975,891
3856,5/11/2020,Jharkhand,103188,4814,97480,894
3857,6/11/2020,Jharkhand,103543,4685,97964,894
3858,7/11/2020,Jharkhand,103899,4639,98365,895
3859,8/11/2020,Jharkhand,104239,4566,98776,897
3860,9/11/2020,Jharkhand,104442,4471,99074,897
3861,10/11/2020,Jharkhand,104688,4251,99532,905
3862,11/11/2020,Jharkhand,104940,4042,99988,910
3863,12/11/2020,Jharkhand,105224,4009,100302,913
3864,13/11/2020,Jharkhand,105493,3668,100908,917
3865,14/11/2020,Jharkhand,105781,3291,101569,921
3866,15/11/2020,Jharkhand,105935,3116,101897,922
3867,16/11/2020,Jharkhand,106064,2952,102188,924
3868,17/11/2020,Jharkhand,106230,2754,102548,928
3869,18/11/2020,Jharkhand,106491,2669,102891,931
3870,19/11/2020,Jharkhand,106742,2637,103171,934
3871,20/11/2020,Jharkhand,106972,2600,103435,937
3872,12/3/2020,Karnataka,4,4,0,0
3873,13/03/2020,Karnataka,5,4,0,1
3874,14/03/2020,Karnataka,6,5,0,1
3875,15/03/2020,Karnataka,6,5,0,1
3876,16/03/2020,Karnataka,6,5,0,1
3877,17/03/2020,Karnataka,11,10,0,1
3878,18/03/2020,Karnataka,11,10,0,1
3879,19/03/2020,Karnataka,14,13,0,1
3880,20/03/2020,Karnataka,15,14,0,1
3881,21/03/2020,Karnataka,15,13,1,1
3882,22/03/2020,Karnataka,26,23,2,1
3883,23/03/2020,Karnataka,33,30,2,1
3884,24/03/2020,Karnataka,37,34,2,1
3885,25/03/2020,Karnataka,37,33,3,1
3886,26/03/2020,Karnataka,41,37,3,1
3887,27/03/2020,Karnataka,55,50,3,2
3888,28/03/2020,Karnataka,55,50,3,2
3889,29/03/2020,Karnataka,76,68,5,3
3890,30/03/2020,Karnataka,80,72,5,3
3891,31/03/2020,Karnataka,83,75,5,3
3892,1/4/2020,Karnataka,101,90,8,3
3893,2/4/2020,Karnataka,110,98,9,3
3894,3/4/2020,Karnataka,124,111,10,3
3895,4/4/2020,Karnataka,128,113,12,3
3896,5/4/2020,Karnataka,144,128,12,4
3897,6/4/2020,Karnataka,151,135,12,4
3898,7/4/2020,Karnataka,151,135,12,4
3899,8/4/2020,Karnataka,175,146,25,4
3900,9/4/2020,Karnataka,181,148,28,5
3901,10/4/2020,Karnataka,181,148,28,5
3902,11/4/2020,Karnataka,207,170,31,6
3903,12/4/2020,Karnataka,214,171,37,6
3904,13/04/2020,Karnataka,232,169,57,6
3905,14/04/2020,Karnataka,247,182,59,6
3906,15/04/2020,Karnataka,260,179,71,10
3907,16/04/2020,Karnataka,279,187,80,12
3908,17/04/2020,Karnataka,315,220,82,13
3909,18/04/2020,Karnataka,359,257,89,13
3910,19/04/2020,Karnataka,384,266,104,14
3911,20/04/2020,Karnataka,390,263,111,16
3912,21/04/2020,Karnataka,408,280,112,16
3913,22/04/2020,Karnataka,418,272,129,17
3914,23/04/2020,Karnataka,427,279,131,17
3915,24/04/2020,Karnataka,445,283,145,17
3916,25/04/2020,Karnataka,474,304,152,18
3917,26/04/2020,Karnataka,500,324,158,18
3918,27/04/2020,Karnataka,503,302,182,19
3919,28/04/2020,Karnataka,512,299,193,20
3920,29/04/2020,Karnataka,523,296,207,20
3921,30/04/2020,Karnataka,535,298,216,21
3922,1/5/2020,Karnataka,565,315,229,21
3923,2/5/2020,Karnataka,589,316,251,22
3924,3/5/2020,Karnataka,601,305,271,25
3925,4/5/2020,Karnataka,614,296,293,25
3926,5/5/2020,Karnataka,651,303,321,27
3927,6/5/2020,Karnataka,671,311,331,29
3928,7/5/2020,Karnataka,693,310,354,29
3929,8/5/2020,Karnataka,705,309,366,30
3930,9/5/2020,Karnataka,753,347,376,30
3931,10/5/2020,Karnataka,794,378,386,30
3932,11/5/2020,Karnataka,848,393,424,31
3933,12/5/2020,Karnataka,862,405,426,31
3934,13/05/2020,Karnataka,925,461,433,31
3935,14/05/2020,Karnataka,959,475,451,33
3936,15/05/2020,Karnataka,987,492,460,35
3937,16/05/2020,Karnataka,1056,540,480,36
3938,17/05/2020,Karnataka,1092,560,496,36
3939,18/05/2020,Karnataka,1147,601,509,37
3940,19/05/2020,Karnataka,1246,679,530,37
3941,20/05/2020,Karnataka,1397,813,544,40
3942,21/05/2020,Karnataka,1462,865,556,41
3943,22/05/2020,Karnataka,1605,993,571,41
3944,23/05/2020,Karnataka,1743,1105,597,41
3945,24/05/2020,Karnataka,1959,1309,608,42
3946,25/05/2020,Karnataka,2089,1393,654,42
3947,26/05/2020,Karnataka,2182,1433,705,44
3948,27/05/2020,Karnataka,2283,1491,748,44
3949,28/05/2020,Karnataka,2418,1590,781,47
3950,29/05/2020,Karnataka,2533,1652,834,47
3951,30/05/2020,Karnataka,2781,1839,894,48
3952,31/05/2020,Karnataka,2922,1877,997,48
3953,1/6/2020,Karnataka,3221,1952,1218,51
3954,2/6/2020,Karnataka,3408,2028,1328,52
3955,3/6/2020,Karnataka,3796,2341,1403,52
3956,4/6/2020,Karnataka,4063,2496,1514,53
3957,5/6/2020,Karnataka,4320,2653,1610,57
3958,6/6/2020,Karnataka,4835,3090,1688,57
3959,7/6/2020,Karnataka,5213,3186,1968,59
3960,8/6/2020,Karnataka,5452,3259,2132,61
3961,9/6/2020,Karnataka,5760,3177,2519,64
3962,10/6/2020,Karnataka,5921,3251,2604,66
3963,11/6/2020,Karnataka,6041,3110,2862,69
3964,12/6/2020,Karnataka,6245,3196,2977,72
3965,13/06/2020,Karnataka,6516,2997,3440,79
3966,14/06/2020,Karnataka,6824,3095,3648,81
3967,15/06/2020,Karnataka,7000,2959,3955,86
3968,16/06/2020,Karnataka,7213,2989,4135,89
3969,17/06/2020,Karnataka,7530,2980,4456,94
3970,18/06/2020,Karnataka,7734,2828,4804,102
3971,19/06/2020,Karnataka,7944,2847,4983,114
3972,20/06/2020,Karnataka,8281,2947,5210,124
3973,21/06/2020,Karnataka,8697,3174,5391,132
3974,22/06/2020,Karnataka,9150,3395,5618,137
3975,23/06/2020,Karnataka,9399,3527,5730,142
3976,24/06/2020,Karnataka,9721,3567,6004,150
3977,25/06/2020,Karnataka,10118,3803,6151,164
3978,26/06/2020,Karnataka,10560,3720,6670,170
3979,27/06/2020,Karnataka,11005,3909,6916,180
3980,28/06/2020,Karnataka,11923,4445,7287,191
3981,29/06/2020,Karnataka,13190,5476,7507,207
3982,30/06/2020,Karnataka,14295,6386,7683,226
3983,1/7/2020,Karnataka,15242,7078,7918,246
3984,2/7/2020,Karnataka,16514,8198,8063,253
3985,3/7/2020,Karnataka,18016,9410,8334,272
3986,4/7/2020,Karnataka,19710,10612,8805,293
3987,5/7/2020,Karnataka,21549,11970,9244,335
3988,6/7/2020,Karnataka,23474,13255,9847,372
3989,7/7/2020,Karnataka,25317,14389,10527,401
3990,8/7/2020,Karnataka,26815,15301,11098,416
3991,9/7/2020,Karnataka,28877,16531,11876,470
3992,10/7/2020,Karnataka,31105,17786,12833,486
3993,11/7/2020,Karnataka,33418,19039,13836,543
3994,12/7/2020,Karnataka,36216,20887,14716,613
3995,13/07/2020,Karnataka,38843,22750,15409,684
3996,14/07/2020,Karnataka,41581,24576,16248,757
3997,15/07/2020,Karnataka,44077,25845,17390,842
3998,16/07/2020,Karnataka,47253,27859,18466,928
3999,17/07/2020,Karnataka,51422,30661,19729,1032
4000,18/07/2020,Karnataka,55115,33211,20757,1147
4001,19/07/2020,Karnataka,59652,36637,21775,1240
4002,20/07/2020,Karnataka,63772,39376,23065,1331
4003,21/07/2020,Karnataka,67420,42222,23795,1403
4004,22/07/2020,Karnataka,71069,44146,25459,1464
4005,23/07/2020,Karnataka,75833,47075,27239,1519
4006,24/07/2020,Karnataka,80863,49937,29310,1616
4007,25/07/2020,Karnataka,85870,52799,31347,1724
4008,26/07/2020,Karnataka,90942,55396,33750,1796
4009,27/07/2020,Karnataka,96141,58425,35838,1878
4010,28/07/2020,Karnataka,101465,61827,37685,1953
4011,29/07/2020,Karnataka,107001,64442,40504,2055
4012,30/07/2020,Karnataka,112504,67456,42901,2147
4013,31/07/2020,Karnataka,118632,69708,46694,2230
4014,1/8/2020,Karnataka,124115,72013,49788,2314
4015,2/8/2020,Karnataka,129287,73227,53648,2412
4016,3/8/2020,Karnataka,134819,74598,57725,2496
4017,4/8/2020,Karnataka,139571,74477,62500,2594
4018,5/8/2020,Karnataka,145830,73854,69272,2704
4019,6/8/2020,Karnataka,151449,73966,74679,2804
4020,7/8/2020,Karnataka,158254,75076,80281,2897
4021,8/8/2020,Karnataka,164924,77694,84232,2998
4022,9/8/2020,Karnataka,172102,79773,89238,3091
4023,10/8/2020,Karnataka,178087,80981,93908,3198
4024,11/8/2020,Karnataka,182354,79916,99126,3312
4025,12/8/2020,Karnataka,188611,79614,105599,3398
4026,13/08/2020,Karnataka,196494,80351,112633,3510
4027,14/08/2020,Karnataka,203200,78345,121242,3613
4028,15/08/2020,Karnataka,211108,79209,128182,3717
4029,16/08/2020,Karnataka,219926,81284,134811,3831
4030,17/08/2020,Karnataka,226966,81528,141491,3947
4031,18/08/2020,Karnataka,233283,80659,148562,4062
4032,19/08/2020,Karnataka,240948,79798,156949,4201
4033,20/08/2020,Karnataka,249590,81113,164150,4327
4034,21/08/2020,Karnataka,256975,82165,170381,4429
4035,22/08/2020,Karnataka,264546,83082,176942,4522
4036,23/08/2020,Karnataka,271876,82693,184568,4615
4037,24/08/2020,Karnataka,277814,83567,189564,4683
4038,25/08/2020,Karnataka,283665,81230,197625,4810
4039,26/08/2020,Karnataka,291826,82429,204439,4958
4040,27/08/2020,Karnataka,300406,83627,211688,5091
4041,28/08/2020,Karnataka,309792,85006,219554,5232
4042,29/08/2020,Karnataka,318752,86366,227018,5368
4043,30/08/2020,Karnataka,327076,86465,235128,5483
4044,31/08/2020,Karnataka,335928,88110,242229,5589
4045,1/9/2020,Karnataka,342423,87254,249467,5702
4046,2/9/2020,Karnataka,351481,91018,254626,5837
4047,3/9/2020,Karnataka,361341,94478,260913,5950
4048,4/9/2020,Karnataka,370206,96117,268035,6054
4049,5/9/2020,Karnataka,379486,99120,274196,6170
4050,6/9/2020,Karnataka,389232,99636,283298,6298
4051,7/9/2020,Karnataka,398551,99285,292873,6393
4052,8/9/2020,Karnataka,404324,97020,300770,6534
4053,9/9/2020,Karnataka,412190,96937,308573,6680
4054,10/9/2020,Karnataka,421730,99489,315433,6808
4055,11/9/2020,Karnataka,430947,101556,322454,6937
4056,12/9/2020,Karnataka,440411,98345,334999,7067
4057,13/09/2020,Karnataka,449551,97834,344556,7161
4058,14/09/2020,Karnataka,459445,99222,352958,7265
4059,15/09/2020,Karnataka,467689,98482,361823,7384
4060,16/09/2020,Karnataka,475265,98555,369229,7481
4061,17/09/2020,Karnataka,484990,101645,375809,7536
4062,18/09/2020,Karnataka,494356,103650,383077,7629
4063,19/09/2020,Karnataka,502982,101148,394026,7808
4064,20/09/2020,Karnataka,511346,98583,404841,7922
4065,21/09/2020,Karnataka,519537,98062,413452,8023
4066,22/09/2020,Karnataka,526876,95354,423377,8145
4067,23/09/2020,Karnataka,533850,93172,432450,8228
4068,24/09/2020,Karnataka,540847,94671,437910,8266
4069,25/09/2020,Karnataka,548557,95568,444658,8331
4070,26/09/2020,Karnataka,557212,98493,450302,8417
4071,27/09/2020,Karnataka,566023,101801,455719,8503
4072,28/09/2020,Karnataka,575566,104743,462241,8582
4073,29/09/2020,Karnataka,582458,104067,469750,8641
4074,30/09/2020,Karnataka,592911,107756,476378,8777
4075,1/10/2020,Karnataka,601767,107635,485268,8864
4076,2/10/2020,Karnataka,611837,110431,492412,8994
4077,3/10/2020,Karnataka,620630,112005,499506,9119
4078,4/10/2020,Karnataka,630516,112802,508495,9219
4079,5/10/2020,Karnataka,640661,115593,515782,9286
4080,6/10/2020,Karnataka,647712,115496,522846,9370
4081,7/10/2020,Karnataka,657705,115170,533074,9461
4082,8/10/2020,Karnataka,668652,116172,542906,9574
4083,9/10/2020,Karnataka,679356,117162,552519,9675
4084,10/10/2020,Karnataka,690269,118870,561610,9789
4085,11/10/2020,Karnataka,700786,120948,569947,9891
4086,12/10/2020,Karnataka,710309,120289,580054,9966
4087,13/10/2020,Karnataka,717915,115795,592084,10036
4088,14/10/2020,Karnataka,726106,113478,602505,10123
4089,15/10/2020,Karnataka,735371,114006,611167,10198
4090,16/10/2020,Karnataka,743848,113557,620008,10283
4091,17/10/2020,Karnataka,751390,112446,628588,10356
4092,18/10/2020,Karnataka,758574,110666,637481,10427
4093,19/10/2020,Karnataka,765586,109283,645825,10478
4094,20/10/2020,Karnataka,770604,106233,653829,10542
4095,21/10/2020,Karnataka,776901,103964,662329,10608
4096,22/10/2020,Karnataka,782773,100459,671618,10696
4097,23/10/2020,Karnataka,788551,92946,684835,10770
4098,24/10/2020,Karnataka,793907,89502,693584,10821
4099,25/10/2020,Karnataka,798378,86768,700737,10873
4100,26/10/2020,Karnataka,802817,81069,710843,10905
4101,27/10/2020,Karnataka,805947,75442,719558,10947
4102,28/10/2020,Karnataka,809638,71349,727298,10991
4103,29/10/2020,Karnataka,812784,68180,733558,11046
4104,30/10/2020,Karnataka,816809,64499,741219,11091
4105,31/10/2020,Karnataka,820398,59518,749740,11140
4106,1/11/2020,Karnataka,823412,55036,757208,11168
4107,2/11/2020,Karnataka,827064,50611,765261,11192
4108,3/11/2020,Karnataka,829640,44824,773595,11221
4109,4/11/2020,Karnataka,832396,40414,780735,11247
4110,5/11/2020,Karnataka,835773,35712,788780,11281
4111,6/11/2020,Karnataka,838929,33114,794503,11312
4112,7/11/2020,Karnataka,841889,33338,797204,11347
4113,8/11/2020,Karnataka,844147,33339,799439,11369
4114,9/11/2020,Karnataka,846887,33697,801799,11391
4115,10/11/2020,Karnataka,848850,32955,804485,11410
4116,11/11/2020,Karnataka,851212,31082,808700,11430
4117,12/11/2020,Karnataka,853796,30762,811581,11453
4118,13/11/2020,Karnataka,855912,29489,814949,11474
4119,14/11/2020,Karnataka,857928,28045,818392,11491
4120,15/11/2020,Karnataka,860082,27984,820590,11508
4121,16/11/2020,Karnataka,861647,27165,822953,11529
4122,17/11/2020,Karnataka,862804,26122,825141,11541
4123,18/11/2020,Karnataka,864140,25342,827241,11557
4124,19/11/2020,Karnataka,865931,25165,829188,11578
4125,20/11/2020,Karnataka,867780,25188,830988,11604
4126,12/3/2020,Kerala,17,14,3,0
4127,13/03/2020,Kerala,17,14,3,0
4128,14/03/2020,Kerala,19,16,3,0
4129,15/03/2020,Kerala,22,19,3,0
4130,16/03/2020,Kerala,23,20,3,0
4131,17/03/2020,Kerala,26,23,3,0
4132,18/03/2020,Kerala,27,24,3,0
4133,19/03/2020,Kerala,27,24,3,0
4134,20/03/2020,Kerala,28,25,3,0
4135,21/03/2020,Kerala,40,37,3,0
4136,22/03/2020,Kerala,52,49,3,0
4137,23/03/2020,Kerala,67,64,3,0
4138,24/03/2020,Kerala,95,91,4,0
4139,25/03/2020,Kerala,95,91,4,0
4140,26/03/2020,Kerala,118,114,4,0
4141,27/03/2020,Kerala,137,126,11,0
